codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose1_grupo37_1819,aplicadas_dose1_grupo38_1517,aplicadas_dose1_grupo39_1214,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose2_grupo37_1819,aplicadas_dose2_grupo38_1517,aplicadas_dose2_grupo39_1214,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024,aplicadas_dose_unica_grupo37_1819,aplicadas_dose_unica_grupo38_1517,aplicadas_dose_unica_grupo39_1214
280120,Canindé de São Francisco,30402,278,703,1214,18061,8121,275,16933,6295,275,599,0,0,347,826,1318,0,437,80,153,1410,414,0,0,0,64,21,69,681,20,0,86,924,1081,1240,252,55,1369,1394,68,1451,1824,818,0,0,576,0,0,340,831,1303,0,396,76,88,1228,344,0,1,0,40,19,35,263,3,0,30,294,51,78,134,43,96,4,19,3,0,0,0,0,21,0,0,0,0,4,0,0,0,4,13,7,0,0,0,8,1,10,20,0,0,0,25,77,85,0,0,0,0,0,0,0,0,0,0
280130,Capela,34514,564,1121,2006,22445,13010,315,19919,6845,357,836,0,0,565,1119,1871,0,596,54,38,1997,523,0,0,0,114,17,103,710,0,0,229,853,1060,1394,202,45,1543,1567,0,1434,1398,639,507,505,703,0,0,571,995,1459,0,500,54,40,1060,290,0,0,0,43,4,18,216,0,0,5,172,227,211,68,15,62,80,0,9,29,14,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,1,6,32,32,0,2,30,232,0,0,0,0,0,0
280140,Carira,22239,450,956,1559,14449,9025,195,13881,6400,194,370,0,0,514,972,1770,0,0,18,80,1614,375,0,0,0,26,0,93,540,0,0,4,682,828,874,68,32,949,1042,11,1105,1094,495,332,4,313,0,0,493,1002,1468,0,0,15,36,215,138,0,0,0,9,0,14,573,0,0,0,491,391,350,13,3,317,368,3,163,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,20,50,57,0,0,58,0,0,0,0,0,0,0
280150,Carmópolis,16937,117,294,770,10301,5226,155,8549,2820,155,363,0,0,123,333,788,0,0,122,37,706,240,0,0,0,87,2,27,362,0,0,150,460,554,647,63,11,766,762,10,842,587,508,2,7,267,0,0,90,166,664,0,0,58,0,171,51,0,0,0,20,2,0,181,0,0,7,120,242,163,21,7,175,316,1,82,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,65,0,0,68,0,0,0,0,0,0,0
280160,Cedro de São João,5913,140,291,399,3936,2814,60,3497,1776,60,169,0,0,119,310,375,0,0,9,19,429,130,0,0,0,17,0,0,193,0,0,0,212,260,219,18,3,231,235,11,211,244,94,0,0,150,0,0,141,310,379,0,0,8,0,323,118,0,0,0,6,0,0,95,0,0,0,16,26,44,5,3,41,77,5,29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,10,17,0,0,21,0,0,0,0,0,0,0
280170,Cristinápolis,18029,202,496,876,11117,6677,165,9723,3401,165,376,0,0,297,513,867,0,0,13,70,938,276,0,0,0,24,28,6,390,0,0,0,500,604,634,47,5,748,822,7,781,941,371,253,219,346,0,0,280,514,884,0,0,17,28,555,159,0,0,0,7,5,0,150,0,0,0,97,92,94,4,8,110,33,0,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,15,21,0,0,98,3,0,0,0,0,0,0
280190,Cumbe,3998,94,198,262,2782,2074,45,2727,1568,45,83,0,0,98,199,250,0,193,8,35,136,70,0,0,0,7,11,14,133,0,0,2,173,187,189,18,2,163,213,2,213,234,96,0,0,83,0,0,99,199,248,0,183,8,30,108,67,0,0,0,7,11,4,100,0,0,1,103,54,71,3,1,41,106,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,26,0,0,0,0,0,0,0
280200,Divina Pastora,5215,69,155,317,3246,2183,50,2948,1526,50,175,0,0,78,152,244,0,0,13,39,182,164,0,0,0,37,6,9,103,0,0,9,157,185,216,35,6,213,225,2,231,276,133,29,31,171,0,0,72,153,242,0,0,13,1,107,133,0,0,0,26,6,3,99,0,0,0,80,78,59,22,5,77,152,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,0,0,38,0,0,0,0,0,0,0
280210,Estância,69556,1093,2308,4544,44902,25155,2500,40087,18595,2510,2224,33,0,1291,2087,4247,1,266,300,106,4280,954,118,228,0,0,469,176,681,118,3,45,1864,1606,3239,402,122,2365,4397,163,2288,4303,1785,47,42,1866,33,0,1313,2091,4208,0,241,180,0,2000,193,0,84,0,0,175,18,1446,198,0,0,1722,496,1230,85,15,344,554,30,28,41,4,0,0,17,0,0,0,0,20,0,0,1,4,119,11,0,0,0,0,11,6,62,0,0,0,335,0,1565,0,0,359,0,0,0,0,0,0,0
280220,Feira Nova,5601,100,217,383,3691,2503,55,3397,1562,57,90,0,0,108,214,361,0,0,8,41,224,117,0,0,0,15,0,52,157,0,0,8,187,232,239,34,3,287,279,3,290,329,122,0,0,95,0,0,110,210,377,0,0,8,21,192,63,0,1,0,13,0,26,107,0,0,4,82,42,62,2,1,61,77,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,5,40,0,0,2,0,0,0,0,0,0,0
280230,Frei Paulo,15556,294,608,994,10071,6100,150,10237,5108,150,253,0,0,308,607,1032,0,183,14,161,638,264,0,0,0,61,11,100,528,0,0,290,477,636,619,84,24,711,922,35,990,962,362,0,0,238,0,0,296,593,983,0,173,14,123,568,247,0,0,0,54,11,85,308,0,0,159,324,237,114,2,2,104,177,8,287,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,4,0,0,0,13,18,39,0,0,70,0,0,0,0,0,0,0
280240,Gararu,11601,203,448,701,7550,4960,120,7234,2976,115,174,0,0,257,522,753,0,0,15,12,275,232,0,0,0,14,15,6,486,0,0,53,516,579,614,42,13,668,548,1,504,651,285,0,0,144,0,0,249,513,702,0,0,13,4,38,139,0,0,0,0,0,1,223,0,0,4,174,134,152,13,1,292,147,0,24,9,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,25,40,39,0,0,2,0,0,0,0,0,0,0
280250,General Maynard,3384,47,109,207,2180,1535,35,1978,1196,35,136,0,0,53,106,211,0,0,26,59,160,78,0,0,0,35,0,7,89,0,0,0,119,119,104,13,7,144,115,17,173,166,58,0,0,126,0,0,51,106,209,0,0,26,55,154,76,0,0,0,32,0,4,57,0,0,0,77,54,23,4,5,63,56,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0
280260,Gracho Cardoso,5824,150,281,469,3927,2725,65,3955,1568,71,155,0,0,172,287,485,0,0,14,83,466,106,0,0,0,26,3,11,163,0,0,4,206,220,283,50,11,304,281,5,261,259,105,0,0,127,0,0,172,288,485,0,2,15,38,332,18,0,0,0,2,0,1,8,0,0,1,17,22,38,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,48,7,0,0,0,0,0,0,0,0,0,0
280270,Ilha das Flores,8521,170,275,452,5311,3701,80,4992,2394,80,160,0,0,195,287,539,0,324,13,74,340,191,0,0,0,13,5,7,218,0,0,0,241,278,311,52,17,358,351,17,405,435,178,0,0,128,0,0,181,276,468,0,307,12,52,325,111,1,1,0,0,5,0,73,0,0,0,27,58,68,21,9,95,110,0,57,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,59,0,0,4,0,0,0,0,0,0,0
280280,Indiaroba,18149,221,453,850,10769,5977,145,10266,3789,147,288,0,0,291,454,810,0,140,57,46,462,380,4,0,0,28,5,1,496,0,0,5,570,610,709,60,20,700,784,12,524,1249,885,334,354,230,0,0,247,441,777,0,140,42,2,68,230,0,0,0,0,0,0,285,0,0,0,215,195,215,12,3,181,189,0,197,109,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,14,29,0,0,83,3,0,0,0,0,0,0
280290,Itabaiana,96142,1449,3289,6024,62535,33426,2400,62598,28062,2430,3289,246,0,1960,3456,6568,20,0,252,355,4688,1197,0,0,0,274,78,2000,2927,772,0,1396,3288,3016,4281,539,95,4890,4732,89,5105,5204,1931,16,23,2947,229,0,1729,3503,5970,10,0,243,263,4202,1456,1,2,0,209,75,1311,2123,407,0,17,1313,642,195,100,28,833,154,4,70,25,1,0,0,17,9,0,0,3,13,7,0,0,13,39,14,0,0,0,9,3,22,90,2,0,0,413,1173,601,0,0,1,1,0,0,0,0,0,0
280300,Itabaianinha,42166,630,1353,2494,26557,14282,370,25922,10909,370,842,0,0,704,1450,2338,2,0,68,299,2559,625,0,0,0,19,72,156,850,8,0,1149,1105,1269,1683,202,54,1754,1708,14,1876,2161,1030,946,993,770,0,0,647,1403,2248,0,0,47,250,2223,521,0,0,0,6,65,41,422,0,0,556,355,324,314,28,10,156,168,3,282,44,26,0,0,2,0,0,0,0,7,30,0,0,1,8,2,0,0,0,0,1,2,19,0,0,12,17,36,57,0,0,128,48,0,0,0,0,0,0
280310,Itabi,4886,115,264,446,3467,2508,55,3274,1526,56,133,0,0,105,286,412,0,0,8,66,304,119,0,0,0,0,2,9,163,0,0,2,181,221,228,21,6,227,207,3,235,233,106,0,0,105,0,0,107,283,414,0,0,5,54,226,74,0,0,0,0,1,2,42,0,0,0,31,28,54,0,1,81,18,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,28,0,0,0,0,0,0,0,0,0,0
280320,Itaporanga d'Ajuda,34709,482,1079,1790,22095,11601,330,21124,8549,330,732,0,0,483,1403,1845,0,0,61,211,2147,555,0,0,0,31,52,58,812,0,0,752,1084,1311,1418,195,56,1743,1762,16,1722,1714,977,0,0,663,0,0,510,1196,2079,1,0,45,99,1341,397,1,1,0,12,46,13,447,0,0,57,309,212,239,59,7,206,213,0,207,159,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,100,0,0,25,25,0,0,0,0,0,0
280330,Japaratuba,18907,302,670,1215,12136,7579,175,11029,5203,175,361,0,0,299,709,1111,0,335,34,119,690,376,0,0,0,74,1,23,587,2,0,72,545,669,817,95,24,888,857,15,863,953,389,123,13,292,0,0,294,664,967,0,303,22,30,349,196,0,0,0,36,0,5,398,0,0,34,357,308,308,23,13,241,331,1,20,11,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,6,0,0,0,15,22,63,0,0,60,0,0,0,0,0,0,0
280340,Japoatã,13429,208,477,734,8490,5418,135,8318,3247,154,255,0,0,258,505,809,0,533,27,118,559,241,0,0,0,33,2,4,395,0,0,131,436,507,594,107,9,548,599,27,610,748,290,0,0,255,0,0,174,470,707,0,504,28,56,293,169,0,0,0,0,1,1,84,0,0,1,52,46,93,6,1,149,140,1,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,6,27,98,0,0,5,0,0,0,0,0,0,0
280350,Lagarto,105221,1941,4108,7217,70754,42448,2500,68331,31471,2510,4503,50,0,2057,4222,7150,14,669,201,759,4569,1896,0,0,0,106,199,923,3150,226,0,435,3823,4307,3662,488,99,5285,5429,94,5625,6062,2333,45,44,3853,48,0,1902,3956,6681,0,656,178,427,3461,1850,0,0,0,68,257,430,2304,96,0,227,1737,1505,786,135,32,186,647,12,34,2,0,1,0,395,0,0,1,6,14,0,0,0,3,29,12,0,0,0,0,1,9,81,0,0,6,112,243,1171,0,0,427,0,0,0,0,0,0,0
280360,Laranjeiras,30080,269,727,1448,19526,12739,490,20401,9162,502,620,0,0,296,724,1311,0,2109,105,86,3237,546,0,0,0,80,42,64,567,0,1,1297,760,911,1105,109,43,1183,1093,0,1477,1502,631,287,215,545,0,0,314,722,1204,0,1887,78,38,2134,369,1,0,1,151,31,7,243,9,0,362,301,90,83,25,5,87,94,0,62,307,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,15,38,66,0,0,178,191,0,0,0,0,0,0
280370,Macambira,6961,178,337,535,4730,3170,70,4733,2578,70,134,0,0,186,322,520,0,0,11,25,543,118,0,0,0,13,29,32,302,0,0,107,238,258,281,42,9,359,310,15,341,379,174,0,0,130,0,0,254,334,505,0,0,13,22,346,97,0,0,0,7,18,20,171,0,0,56,169,126,77,14,3,96,97,3,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,8,56,0,0,0,0,0,0,0,0,0,0
280380,Malhada dos Bois,3699,55,111,180,2357,1726,40,2076,723,43,144,0,0,67,146,234,0,0,19,23,180,85,0,0,0,5,0,12,91,0,0,18,123,112,174,27,3,163,119,0,159,125,47,0,0,93,0,0,65,117,187,0,0,19,0,7,58,0,0,0,1,0,1,44,0,0,0,38,40,7,0,0,18,22,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,2,18,12,0,0,1,1,0,0,0,0,0,0
280390,Malhador,12653,203,468,914,8376,5231,120,7757,3189,119,188,0,0,224,501,865,0,0,13,75,473,272,0,0,0,32,70,191,370,0,0,0,487,550,542,66,20,598,574,11,657,696,293,0,0,175,0,0,223,461,840,0,0,12,61,327,239,0,0,0,22,21,55,115,0,0,0,42,60,103,66,20,118,210,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,14,96,0,0,0,0,0,0,0,0,0,0
