codigo_municipio,municipio,populacao_total,populacao_grupo4_80mais,populacao_grupo5_7079,populacao_grupo6_6069,enviadas_dose1,enviadas_dose2,enviadas_dose_unica,aplicadas_dose1,aplicadas_dose2,aplicadas_dose_unica,aplicadas_dose1_grupo1_saude,aplicadas_dose1_grupo2_institucionalizados,aplicadas_dose1_grupo3_indigenasaldeados,aplicadas_dose1_grupo4_80mais,aplicadas_dose1_grupo5_7079,aplicadas_dose1_grupo6_6069,aplicadas_dose1_grupo7_situacaoderua,aplicadas_dose1_grupo8_quilombolas,aplicadas_dose1_grupo9_seguranca,aplicadas_dose1_grupo14_deficiente,aplicadas_dose1_grupo15_comorbidade,aplicadas_dose1_grupo16_educacao,aplicadas_dose1_grupo17_sistemaprisional,aplicadas_dose1_grupo18_privadosliberdade,aplicadas_dose1_grupo19_transporteaereo,aplicadas_dose1_grupo20_limpezaurbana,aplicadas_dose1_grupo21_transportecoletivo,aplicadas_dose1_grupo22_caminhoneiros,aplicadas_dose1_grupo23_5559,aplicadas_dose1_grupo24_educacaosuperior,aplicadas_dose1_grupo25_zonaportuaria,aplicadas_dose1_grupo26_industriaiscivil,aplicadas_dose1_grupo27_5054,aplicadas_dose1_grupo28_4549,aplicadas_dose1_grupo29_4044,aplicadas_dose1_grupo30_gestantes,aplicadas_dose1_grupo31_puerperas,aplicadas_dose1_grupo32_3539,aplicadas_dose1_grupo33_3034,aplicadas_dose1_grupo34_lactante,aplicadas_dose1_grupo35_2529,aplicadas_dose1_grupo36_2024,aplicadas_dose2_grupo1_saude,aplicadas_dose2_grupo2_institucionalizados,aplicadas_dose2_grupo3_indigenasaldeados,aplicadas_dose2_grupo4_80mais,aplicadas_dose2_grupo5_7079,aplicadas_dose2_grupo6_6069,aplicadas_dose2_grupo7_situacaoderua,aplicadas_dose2_grupo8_quilombolas,aplicadas_dose2_grupo9_seguranca,aplicadas_dose2_grupo14_deficiente,aplicadas_dose2_grupo15_comorbidade,aplicadas_dose2_grupo16_educacao,aplicadas_dose2_grupo17_sistemaprisional,aplicadas_dose2_grupo18_privadosliberdade,aplicadas_dose2_grupo19_transporteaereo,aplicadas_dose2_grupo20_limpezaurbana,aplicadas_dose2_grupo21_transportecoletivo,aplicadas_dose2_grupo22_caminhoneiros,aplicadas_dose2_grupo23_5559,aplicadas_dose2_grupo24_educacaosuperior,aplicadas_dose2_grupo25_zonaportuaria,aplicadas_dose2_grupo26_industriaiscivil,aplicadas_dose2_grupo27_5054,aplicadas_dose2_grupo28_4549,aplicadas_dose2_grupo29_4044,aplicadas_dose2_grupo30_gestantes,aplicadas_dose2_grupo31_puerperas,aplicadas_dose2_grupo32_3539,aplicadas_dose2_grupo33_3034,aplicadas_dose2_grupo34_lactante,aplicadas_dose2_grupo35_2529,aplicadas_dose2_grupo36_2024,aplicadas_dose_unica_grupo1_saude,aplicadas_dose_unica_grupo2_institucionalizados,aplicadas_dose_unica_grupo3_indigenasaldeados,aplicadas_dose_unica_grupo4_80mais,aplicadas_dose_unica_grupo5_7079,aplicadas_dose_unica_grupo6_6069,aplicadas_dose_unica_grupo7_situacaoderua,aplicadas_dose_unica_grupo8_quilombolas,aplicadas_dose_unica_grupo9_seguranca,aplicadas_dose_unica_grupo14_deficiente,aplicadas_dose_unica_grupo15_comorbidade,aplicadas_dose_unica_grupo16_educacao,aplicadas_dose_unica_grupo17_sistemaprisional,aplicadas_dose_unica_grupo18_privadosliberdade,aplicadas_dose_unica_grupo19_transporteaereo,aplicadas_dose_unica_grupo20_limpezaurbana,aplicadas_dose_unica_grupo21_transportecoletivo,aplicadas_dose_unica_grupo22_caminhoneiros,aplicadas_dose_unica_grupo23_5559,aplicadas_dose_unica_grupo24_educacaosuperior,aplicadas_dose_unica_grupo25_zonaportuaria,aplicadas_dose_unica_grupo26_industriaiscivil,aplicadas_dose_unica_grupo27_5054,aplicadas_dose_unica_grupo28_4549,aplicadas_dose_unica_grupo29_4044,aplicadas_dose_unica_grupo30_gestantes,aplicadas_dose_unica_grupo31_puerperas,aplicadas_dose_unica_grupo32_3539,aplicadas_dose_unica_grupo33_3034,aplicadas_dose_unica_grupo34_lactante,aplicadas_dose_unica_grupo35_2529,aplicadas_dose_unica_grupo36_2024
280010,Amparo de São Francisco,2380,51,89,140,1281,746,30,1266,567,29,72,0,0,42,99,145,0,183,27,0,208,44,1,0,0,19,0,0,42,0,0,2,45,52,62,17,0,83,86,7,30,0,67,0,0,41,97,133,0,137,23,0,3,2,0,0,0,0,0,0,5,0,0,1,8,14,12,10,0,13,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,11,3,0,0,0
280020,Aquidabã,21681,481,932,1543,9873,5198,210,9714,3195,210,473,18,0,485,868,1433,0,160,24,47,639,809,0,0,0,47,42,68,549,0,0,106,709,835,784,62,15,689,669,10,173,0,399,17,0,432,831,1211,0,114,23,1,15,1,0,0,0,1,0,0,13,0,0,2,25,19,72,5,3,11,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,13,19,30,0,0,133,0,0,0,0
280030,Aracaju,664908,10149,24138,47854,349975,164234,11665,352034,116070,11635,38876,284,0,11970,25319,47321,325,203,4911,0,38109,10078,285,630,452,824,1265,2,127426,0,3,457,1,0,6,2860,0,0,24009,25,16393,0,27544,235,0,11615,25853,41551,45,141,2454,0,2233,36,0,1,0,3,0,1,2093,0,0,0,571,73,719,902,0,0,0,11,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11635,0,0,0,0,0,0,0,0,0,0,0,0,0
280040,Arauá,9947,149,348,644,4195,2106,100,4271,1566,102,172,0,0,211,467,645,0,0,12,113,385,204,0,0,0,12,12,36,292,0,0,30,336,737,352,36,11,197,0,11,0,0,167,0,0,211,467,603,0,1,10,1,14,1,0,0,0,0,0,0,42,0,0,26,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,1,17,1,0,0,30,41,5,0,0,0,0,0,0,0
280050,Areia Branca,18686,281,548,1047,8212,3499,185,8323,3153,198,300,0,0,341,581,1047,1,0,63,128,673,256,180,529,0,28,25,67,472,0,0,0,681,727,778,72,18,703,502,0,150,1,259,0,0,309,574,1000,0,0,58,3,37,0,0,0,0,18,1,2,26,0,0,0,30,71,720,11,8,19,7,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,49,77,0,0,47,2,0,0,0
280060,Barra dos Coqueiros,30930,358,816,1754,13133,6255,845,13864,3679,967,618,0,0,436,884,1745,1,201,85,104,1527,565,0,0,0,114,18,3,749,0,506,253,1110,1516,1277,160,40,1362,559,22,9,0,513,0,0,387,880,1547,0,34,62,1,9,0,0,0,0,0,0,0,76,0,0,1,45,90,13,1,0,12,8,0,1,0,3,0,0,2,2,21,0,136,0,0,40,11,0,0,0,1,0,0,40,0,0,0,90,250,366,0,0,3,2,0,0,0
280067,Boquim,26899,476,1158,1852,11953,6311,255,11582,4537,251,722,9,0,572,1201,1810,0,0,68,151,1432,400,0,0,0,54,56,127,742,0,0,300,872,947,926,92,29,816,241,15,0,0,605,9,0,528,1187,1559,0,0,23,3,95,65,0,0,0,0,4,1,41,0,0,1,103,257,11,32,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,18,0,0,0,50,50,126,0,0,0,0,0,0,0
280070,Brejo Grande,8353,121,199,417,4028,2387,75,3795,1410,75,155,0,0,154,202,446,0,706,14,8,465,252,0,0,0,0,0,0,156,0,0,0,189,237,272,24,7,242,257,3,6,0,145,0,0,153,203,277,0,552,11,0,1,1,0,0,0,0,0,0,3,0,0,0,8,17,28,2,0,3,6,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,9,0,0,44,10,0,1,0
280100,Campo do Brito,18218,408,774,1318,7970,4248,175,7719,2920,175,335,0,0,438,812,1219,0,0,14,160,610,332,0,0,0,32,52,216,579,0,0,20,709,697,589,97,21,622,145,20,0,0,269,0,0,431,784,1074,0,0,10,1,36,0,0,0,0,1,0,5,77,0,0,0,36,114,51,28,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,3,6,48,109,0,0,0,0,0,0,0
280110,Canhoba,4006,72,156,232,2073,1148,40,1756,589,40,108,0,0,97,177,244,0,67,8,21,156,106,0,0,0,17,4,0,141,0,0,0,181,121,128,14,3,82,81,0,0,0,80,0,0,97,177,177,0,0,8,1,1,0,0,0,0,2,0,0,2,0,0,0,4,17,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,11,18,4,0,0,2,0,0,0,0
